,TenantId,SourceSystem,TimeGenerated,ResourceId,OperationName,OperationVersion,Category,ResultType,ResultSignature,ResultDescription,DurationMs,CallerIpAddress,CorrelationId,Resource,ResourceGroup,ResourceProvider,SubscriptionId,MetricName,Total,Count,Maximum,Minimum,Average,TimeGrain,UnitName,RemoteIPCountry,RemoteIPLatitude,RemoteIPLongitude,MaliciousIP,IndicatorThreatType,Description,TLPLevel,Confidence,Severity,FirstReportedDateTime,LastReportedDateTime,IsActive,ReportReferenceLink,AdditionalInformation,Type,_ResourceId
1107,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Ingress,1024,3,344,336,341.333333333333,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1108,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Egress,2016,7,288,288,288.0,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1109,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Egress,1137,1,1137,1137,1137.0,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1110,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Egress,2543,1,2543,2543,2543.0,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1111,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Egress,1044,1,1044,1044,1044.0,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1112,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Egress,1542,4,402,380,385.5,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1113,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Egress,619,3,225,197,206.333333333333,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1114,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Egress,1886,2,943,943,943.0,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1115,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Egress,739,2,389,350,369.5,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1116,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessServerLatency,6,1,6,6,6.0,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1117,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessServerLatency,4,1,4,4,4.0,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1118,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessServerLatency,9,3,8,0,3.0,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1119,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessServerLatency,7,2,5,2,3.5,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1120,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessServerLatency,11,2,10,1,5.5,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1121,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessServerLatency,33,1,33,33,33.0,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1122,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessServerLatency,6,3,3,1,2.0,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1123,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessServerLatency,14,1,14,14,14.0,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1124,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessServerLatency,30,7,6,3,4.28571428571429,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1125,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessE2ELatency,34,1,34,34,34.0,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1126,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessE2ELatency,6,1,6,6,6.0,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1127,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessE2ELatency,8,2,5,3,4.0,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1128,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessE2ELatency,11,2,10,1,5.5,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1129,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessE2ELatency,4,1,4,4,4.0,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1130,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessE2ELatency,9,3,8,0,3.0,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1131,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessE2ELatency,45,1,45,45,45.0,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1132,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Availability,400,4,100,100,100.0,PT1M,Percent,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1133,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Availability,200,2,100,100,100.0,PT1M,Percent,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1134,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Availability,100,1,100,100,100.0,PT1M,Percent,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1135,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Availability,100,1,100,100,100.0,PT1M,Percent,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1136,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Availability,100,1,100,100,100.0,PT1M,Percent,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1137,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Availability,100,1,100,100,100.0,PT1M,Percent,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1138,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Availability,200,2,100,100,100.0,PT1M,Percent,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1139,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Availability,300,3,100,100,100.0,PT1M,Percent,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1140,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,SuccessE2ELatency,30,7,6,3,4.28571428571429,PT1M,Milliseconds,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1141,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Availability,700,7,100,100,100.0,PT1M,Percent,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1142,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Egress,666,1,666,666,666.0,PT1M,Bytes,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
1143,4eee6649-0457-48ba-961f-6aa5a891a981,Azure,2023-10-15 10:28:00+00:00,/SUBSCRIPTIONS/7951ADBE-B3BF-4EA1-9CD2-377F532CFE26/RESOURCEGROUPS/KARAN-RG/PROVIDERS/MICROSOFT.STORAGE/STORAGEACCOUNTS/KARANFUNCTIONAPP,,,,,,,,,,KARANFUNCTIONAPP,KARAN-RG,MICROSOFT.STORAGE,7951adbe-b3bf-4ea1-9cd2-377f532cfe26,Transactions,2,2,1,1,1.0,PT1M,Count,,,,,,,,,,,,,,,AzureMetrics,/subscriptions/7951adbe-b3bf-4ea1-9cd2-377f532cfe26/resourcegroups/karan-rg/providers/microsoft.storage/storageaccounts/karanfunctionapp
